LIGEN,VARIANT,FROM,TO,DISTANCE
061b,2,6060,6061,391.9992125616659
061b,2,6061,6062,369.42665803732325
061b,2,6062,3313,195.10479963897615
061b,2,3313,6436,229.0787981846579
061b,2,6436,1988,661.5840921372137
061b,2,1988,1900,885.1380049338622
062t,1,3335F,3330F,294.6222010122608
062t,1,3330F,3317,761.5541661821109
062t,1,3317,5042,642.110783882946
062t,1,5042,5874F,613.3192266301114
062t,1,5874F,5275F,489.68461408700114
062t,1,5275F,5274F,795.8447713099004
062t,1,5274F,5308F,600.3622990436716
062t,1,5308F,2241G,330.241901961831
062t,1,2241G,6258,372.5396099075015
062t,1,6258,3308F,532.4450112068571
062t,1,3308F,3309F,471.3561862304714
062t,1,3309F,6419F,530.9870887591487
062t,1,6419F,6260F,219.16060323275087
062t,1,6260F,2726F,411.72082213621616
062t,1,2726F,6179,483.8780996954911
062t,1,6179,2537F,270.4235277752414
062t,1,2537F,2879F,346.4932686986731
062t,1,2879F,6174F,509.52565160022004
062t,1,6174F,6171,317.0402653641031
062t,1,6171,4118F,232.32293706617384
062t,1,4118F,6172,367.9757160663139
062t,1,6172,6552,339.24826335398757
062t,1,6552,6553,240.75905494429026
062t,1,6553,6502,241.7333722404328
062t,2,6502,6501,276.7861772016716
062t,2,6501,6505,243.99067908943874
062t,2,6505,6504,276.15098801585873
062t,2,6504,4119F,444.693194920426
062t,2,4119F,6100,242.98291867906937
062t,2,6100,6122,201.77100249831915
062t,2,6122,2878F,603.343277698028
062t,2,2878F,2543F,356.6745923242179
062t,2,2543F,6178,195.47334840846997
062t,2,6178,2720F,579.8091246951299
062t,2,2720F,6201F,399.63017721256574
062t,2,6201F,6202,215.8000906204802
062t,2,6202,6203F,439.26839196887886
062t,2,6203F,3360F,562.1348751022251
062t,2,3360F,6204,519.0579817331991
062t,2,6204,2242F,425.1407241586012
062t,2,2242F,5354H,288.2240757037198
062t,2,5354H,5279F,549.8320144664949
062t,2,5279F,5278F,703.5543574873755
062t,2,5278F,5277F,644.6488408292826
062t,2,5277F,5039,697.1340403512677
062t,2,5039,3321,623.2461546714094
062t,2,3321,3337F,703.3771921188418
062t,2,3337F,3334F,274.97890815498613
063b,1,6445,3072,347.38338641606026
063b,1,3072,3353,182.86813037747083
063b,1,3353,3354,307.4840654613347
063b,1,3354,1508,147.50976599202227
063b,1,1508,1509,327.44270563799216
063b,1,1509,1510,226.52206959859382
063b,1,1510,1273,603.7158797491397
063b,1,1273,1402B,304.13015956675827
063b,1,1402B,1419,396.57653545372295
063b,1,1419,1403,168.4531573250215
063b,1,1403,3251,363.2228649341755
063b,1,3251,3266,146.3373396971706
063b,1,3266,2247,354.7067536475306
063b,1,2247,3761,461.6204194186753
063b,1,3761,3762,259.71734734315123
063b,1,3762,3763,327.85560648075625
063b,1,3763,3766,328.531300260056
063b,1,3766,3765,398.13358331820564
063b,1,3765,3274,377.948607783168
063b,1,3274,3285,269.3572071606095
063b,1,3285,3401,479.03419062729336
063b,2,3401,3702,411.35038881993256
063b,2,3702,3240,344.6629337690146
063b,2,3240,3704,361.4739451524581
063b,2,3704,3705,296.5269987021277
063b,2,3705,5308,495.7622813945093
063b,2,5308,2250,357.21215588827977
063b,2,2250,3216,354.1486443559911
063b,2,3216,3707,342.6991987325641
063b,2,3707,3217,338.63215377431425
063b,2,3217,3218,273.1461155824827
063b,2,3218,2920,298.33901776833363
063b,2,2920,3219,197.26711479955065
063b,2,3219,1569B,321.5805464465561
063b,2,1569B,1570,234.18565924517952
063b,2,1570,1571,325.91939190199537
063b,2,1571,3358,291.1436637127881
063b,2,3358,3359,314.8678361178827
063b,2,3359,3062,180.60090205904817
063b,2,3062,6442,159.00245791752968
064b,1,1654,6433,299.5497003136374
064b,1,6433,1729,166.63755337752377
064b,1,1729,1131B,381.93933123156745
064b,1,1131B,1132,147.22609486773172
064b,1,1132,2927,321.02908770338877
064b,1,2927,6464,336.5283530186796
064b,1,6464,2970B,229.45454398507673
064b,1,2970B,1273,464.0782639361339
064b,1,1273,6082,436.66217064059447
064b,1,6082,6190,346.0011818831822
064b,1,6190,2974,191.99642383915034
064b,1,2974,2975,399.7549371891405
064b,1,2975,2976,417.93930825334564
064b,1,2976,2977,176.66027490795295
064b,1,2977,2990,286.5022408916411
064b,1,2990,2997,497.5029818907551
064b,1,2997,2980,395.4274196460219
064b,1,2980,2995,511.3896045397305
064b,1,2995,2982B,542.940736010235
064b,1,2982B,2900,343.0284218240995
064b,1,2900,2992,222.86496603122123
064b,1,2992,3176,414.4197785961305
064b,1,3176,5299,459.26527325402276
064b,2,5298,3126,475.7996128826244
064b,2,3126,2909,409.9121445298943
064b,2,2909,2903,242.72579351400407
064b,2,2903,2910,234.20509570988406
064b,2,2910,2924,379.3285992541996
064b,2,2924,2912,392.07166655802007
064b,2,2912,2996,239.87181887168526
064b,2,2996,2926,694.8309048230853
064b,2,2926,2915,394.0481485467312
064b,2,2915,2916,212.00687119456643
064b,2,2916,2917,333.985534635121
064b,2,2917,2918,430.3696212976074
064b,2,2918,6191,203.99095927272992
064b,2,6191,2920,540.1999119631837
064b,2,2920,2922B,660.3398378892571
064b,2,2922B,6465,169.641606060688
064b,2,6465,1497B,244.88308121651608
064b,2,1497B,1160,194.79063767680054
064b,2,1160,1162C,298.3190368669739
064b,2,1162C,1776,316.9259517928567
064b,2,1776,6432,217.49392443492707
064b,2,6432,4952,439.0162378515424
065b,1,6445,3072,347.38338641606026
065b,1,3072,3353,182.86813037747083
065b,1,3353,3354,307.4840654613347
065b,1,3354,3355,225.66040009340338
065b,1,3355,9060,310.47661890963195
065b,1,9060,9064,315.7874181359093
065b,1,9064,6369,182.7671883346079
065b,1,6369,6418,413.51865389148384
065b,1,6418,6203,473.046681092218
065b,1,6203,6210,520.9304428196774
065b,1,6210,2975,522.7699589162853
065b,1,2975,2976,417.9393082533443
065b,1,2976,2977,176.66027490795295
065b,1,2977,2990,286.5022408916411
065b,1,2990,2997,497.5029818907551
065b,1,2997,2980,395.4274196460228
065b,1,2980,3361,314.7896187903634
065b,1,3361,3362,405.27478459773556
065b,1,3362,6081B,370.09872621041086
065b,1,6081B,5361,414.78858121326266
065b,1,5361,1283,680.6800197683615
065b,1,1283,2294B,780.2231686157666
065b,1,2294B,2987,380.1988560522386
065b,1,2987,2986B,543.349688780354
065b,1,2986B,2991,611.9039408886856
065b,1,2991,9725,500.1694943125676
065b,1,9725,9726,661.2742295651897
065b,1,9726,9727,555.0038749185151
065b,1,9727,9728,188.85313074147052
065b,1,9728,9701,337.5100307766497
065b,1,9701,9729,382.6065027454988
065b,1,9729,3042,640.0996703940382
065b,2,3042,9702,704.8019074729664
065b,2,9702,9703,725.5363010814132
065b,2,9703,2899,739.1373592945724
065b,2,2899,2905,553.0940884814777
065b,2,2905,2895,583.5087048932164
065b,2,2895,2988,276.43780258827064
065b,2,2988,2292B,560.9566691813884
065b,2,2292B,2908,578.9550594445527
065b,2,2908,3176,516.472110860781
065b,2,3176,5362,493.73424050977155
065b,2,5362,5048,276.7851829343035
065b,2,5048,3304,225.4098722773324
065b,2,3304,3305,369.94450957187473
065b,2,3305,3306,172.07743543736524
065b,2,3306,3307,279.77019369138725
065b,2,3307,2996,255.81592141936017
065b,2,2996,2926,694.8309048230876
065b,2,2926,2915,394.0481485467317
065b,2,2915,2916,212.00687119456416
065b,2,2916,2917,333.98553463512144
065b,2,2917,3299,453.1655379466629
065b,2,3299,3309,509.15627999183926
065b,2,3309,6416,550.3313110137497
065b,2,6416,3325,433.3719932483982
065b,2,3325,6062,222.63511172300787
065b,2,6062,3313,194.98962248544376
065b,2,3313,3332,293.2913989478766
065b,2,3332,3358,362.8160708987325
065b,2,3358,3359,314.8678361178827
065b,2,3359,3062,180.60090205905
065b,2,3062,6442,159.00245791752968
066b,1,2594,1820,332.81615325863436
066b,1,1820,2296,454.2717800467699
066b,1,2296,6445,337.4677959188207
066b,1,6445,3072,347.4495317929577
066b,1,3072,3353,182.86813037747038
066b,1,3353,3354,307.48406546133447
066b,1,3354,3355,225.6604000934035
066b,1,3355,9060,310.4766189096317
066b,1,9060,9064,315.7874181359098
066b,1,9064,6369,182.76718833460745
066b,1,6369,6418,413.51865389148406
066b,1,6418,6203,473.046681092218
066b,1,6203,2051,160.22020799685515
066b,1,2051,3451,376.5190249449497
066b,1,3451,3412,220.5116759097018
066b,1,3412,2345,326.33405259225674
066b,1,2345,2346,221.71330686029341
066b,1,2346,2174,283.2476147917132
066b,1,2174,3449,411.7637416724492
066b,1,3449,3470,217.82555036374106
066b,1,3470,3448B,249.9510994047514
066b,1,3448B,3450,278.7963354479407
066b,1,3450,3459,629.0018496146504
066b,1,3459,3460,321.5539033773457
066b,1,3460,3272,310.5160213050658
066b,1,3272,3273,216.9567439336006
066b,1,3273,3274,415.4998908261896
066b,1,3274,3285,269.35720716061223
066b,1,3285,3286B,328.8544519026
066b,1,3286B,3288,166.82482941226044
066b,2,3284,3661,706.0139344794372
066b,2,3661,3210B,370.4534383321127
066b,2,3210B,1535,401.9390743466611
066b,2,1535,3402,212.1085984413553
066b,2,3402,3403,508.6741581244896
066b,2,3403,3417,376.96894319750436
066b,2,3417,3419,520.5458747256662
066b,2,3419,3411,260.744118999341
066b,2,3411,2173,458.6253782354638
066b,2,2173,3408,315.5637004561436
066b,2,3408,3409,238.53480050405688
066b,2,3409,3410,309.19712164230623
066b,2,3410,3414,372.1190648236952
066b,2,3414,2067,328.8974402473568
066b,2,2067,3309,115.57905446829318
066b,2,3309,6416,550.3313110137442
066b,2,6416,3325,433.37199324840094
066b,2,3325,6062,222.63511172300787
066b,2,6062,3313,194.98962248544558
066b,2,3313,3332,293.29139894787295
066b,2,3332,3358,362.81607089872887
066b,2,3358,3359,314.8678361178827
066b,2,3359,3062,180.60090205904817
066b,2,3062,6442,159.00245791752968
066b,2,6442,6447,186.61518568506472
066b,2,6447,2301,471.63692173804156
066b,2,2301,2595,280.79047374113725
066b,2,2595,2594,71.5768371228769
069b,1,3107,3177,117.91465398575657
069b,1,3177,3171,393.68775954572527
069b,1,3171,3172,550.1172776869115
069b,1,3172,3173,305.02123007693103
069b,1,3173,3174,241.16582384963203
069b,1,3174,3175B,398.25158929372856
069b,1,3175B,3176,493.0745793230617
069b,1,3176,5362,493.7342405097711
069b,1,5362,5045,410.00036850530705
069b,1,5045,9311,658.3345107163445
069b,2,9311,5046,658.6062845268262
069b,2,5046,5361,497.8121663608109
069b,2,5361,3126,501.2363799172572
069b,2,3126,3101,482.43550847764095
069b,2,3101,3102,442.1057434521249
069b,2,3102,3103,188.37564679439174
069b,2,3103,3104,256.8819791381511
069b,2,3104,3105,579.7813817586793
069b,2,3105,3107,442.0695539220892
070b,1,2957,5810,339.80865468241313
070b,1,5810,5811,266.1046362441173
070b,1,5811,2657,261.1413351678582
070b,1,2657,5812,690.2073158252651
070b,1,5812,5813,291.8106856850318
070b,1,5813,1649,192.676373298189
070b,1,1649,1650,453.48114453053677
070b,1,1650,2355,412.76198130029934
070b,1,2355,1984B,452.5002694485079
070b,1,1984B,1926B,312.29649795055
070b,1,1926B,2165,450.8348286434839
070b,1,2165,5817,282.80193141788004
070b,1,5817,1929,295.01368503112644
070b,1,1929,1937,457.07112138354387
070b,1,1937,1931,336.4463239692104
070b,1,1931,1932,373.96559532426
070b,1,1932,1933B,238.28848809558622
070b,1,1933B,1939,343.08102895342563
070b,1,1939,1935,368.93788163466706
070b,1,1935,1936,236.55366204966322
070b,1,1936,1944,386.6771704354305
070b,1,1944,1938,487.1891989973965
070b,2,2168,1953,438.4707858293186
070b,2,1953,1954,379.5410496170992
070b,2,1954,1955,249.45932732789845
070b,2,1955,1963,328.7279932809927
070b,2,1963,1957B,344.2631998615245
070b,2,1957B,1958B,206.30266175946667
070b,2,1958B,1959,358.4263807591881
070b,2,1959,1965,408.0520953516889
070b,2,1965,1961B,349.9055147093518
070b,2,1961B,1962,274.04452631152253
070b,2,1962,2166,341.0299816569168
070b,2,2166,1964,420.4440368166447
070b,2,1964,1985B,356.4720649847741
070b,2,1985B,5058,492.06155410202064
070b,2,5058,1632,351.9994545092368
070b,2,1632,2559,434.7085657865855
070b,2,2559,5856,238.24696682278318
070b,2,5856,5857,372.2680508362182
070b,2,5857,2658,398.91249615623656
070b,2,2658,5858,285.4405434072396
070b,2,5858,5859,295.28453511577663
070b,2,5859,2934,339.441903650586
071b,1,2596,2296,320.092562616493
071b,1,2296,6444,373.32927480127177
071b,1,6444,3502,299.29555297544766
071b,1,3502,3503,215.68626356932373
071b,1,3503,1734,675.2654742943876
071b,1,1734,3518B,447.5747014286583
071b,1,3518B,3506,306.95030970869766
071b,1,3506,2928,290.1700118033209
071b,1,2928,5611,411.6444164787272
071b,1,5611,3508,335.1787060320653
071b,1,3508,3517,376.33839750185507
071b,1,3517,3510B,501.9286257847848
071b,1,3510B,2397,405.14380431596965
071b,1,2397,5407,461.77298225630875
071b,1,5407,3514,567.6517772578882
071b,1,3514,3515,432.6025990850221
071b,1,3515,1597B,364.70200307149753
071b,1,1597B,3520,475.7629643577675
071b,2,3521,3556,343.7074305176026
071b,2,3556,1598B,381.1296390103188
071b,2,1598B,3557,285.4334799685374
071b,2,3557,3558,456.1497767919376
071b,2,3558,3559,505.9406935752306
071b,2,3559,3525,172.10672768392942
071b,2,3525,2351,535.8807465740201
071b,2,2351,3562B,265.72671504608115
071b,2,3562B,3570,367.4561827156763
071b,2,3570,3572,484.2666739949327
071b,2,3572,5612,265.05135658867175
071b,2,5612,2963,451.19351737158377
071b,2,2963,2964B,313.7497120684011
071b,2,2964B,2967B,334.75541927726135
071b,2,2967B,2948,382.4295576101822
071b,2,2948,3567,645.012002801589
071b,2,3567,6447,541.8714028067143
071b,2,6447,2301,471.6369217380425
071b,2,2301,2595,280.7904737411409
071b,2,2595,2596,538.668977181359
072b,1,3513,3514,481.40443265723854
072b,1,3514,3515,432.6025990850216
072b,1,3515,1597B,364.70200307149685
072b,1,1597B,3546,428.4730119989206
072b,1,3546,3551,446.2185393714426
072b,1,3551,3550,382.0202772614116
072b,1,3550,3549,414.6302310399956
072b,1,3549,6469,258.10470978375724
072b,1,6469,2046,428.91947142013987
072b,1,2046,3526,351.2802674129357
072b,1,3526,3529,458.3241594334122
072b,1,3529,3522,319.26389385529455
072b,2,3522,3530,895.9360182808925
072b,2,3530,3524,405.85605839713867
072b,2,3524,1754,359.58922427782477
072b,2,1754,6468,418.10627910716653
072b,2,6468,4407,239.59661952254464
072b,2,4407,3552,399.599982422586
072b,2,3552,3553,187.36926423588966
072b,2,3553,3547,389.35856145291336
072b,2,3547,3556,317.0623407166049
072b,2,3556,1598B,381.12963901031844
072b,2,1598B,3557,285.43347996853663
072b,2,3557,3558,456.14977679193817
072b,2,3558,5407,823.3240830209425
074b,1,2417,2452,396.0891266479051
074b,1,2452,2453,438.8262753144469
074b,1,2453,2632,349.1716751872593
074b,1,2632,2616B,403.9164229674152
074b,1,2616B,2939B,251.25587950960062
074b,1,2939B,5152,289.83265745935955
074b,1,5152,5161,124.27007774220556
074b,1,5161,1085,686.3750084565017
074b,1,1085,2551,608.6155215996878
074b,1,2551,2556,422.78803110392346
074b,1,2556,3681,382.2378067434706
074b,1,3681,2550,588.8894041142375
074b,1,2550,2252,373.53845378017286
074b,1,2252,2617,309.9846937726179
074b,1,2617,2618,299.60739907067
074b,1,2618,2619,277.79388803119855
074b,1,2619,2620,307.14041127927976
074b,1,2620,2621,461.4445147933584
074b,1,2621,2622,261.8353873152091
074b,1,2622,2623,458.76323164236965
074b,1,2623,2624,298.73984414242295
074b,1,2624,2625,646.1441400728281
074b,1,2625,3046,556.4889193771342
074b,1,3046,3074,837.2851297110537
074b,2,3074,2598,881.4540029883963
074b,2,2598,2614,473.9508484846076
074b,2,2614,2599,449.98567371614945
074b,2,2599,2600,421.40999102080946
074b,2,2600,2601,267.24856600426847
074b,2,2601,2602,542.6565410989438
074b,2,2602,2605,135.24423837046697
074b,2,2605,2606,460.032690489586
074b,2,2606,2607,284.3184252344322
074b,2,2607,2225,283.55011587814533
074b,2,2225,2226,328.074683721411
074b,2,2226,3682,543.2261170442825
074b,2,3682,2523,435.82905963237863
074b,2,2523,2555,463.7260173569457
074b,2,2555,1015,589.9028465410056
074b,2,1015,5915,534.4413466521655
074b,2,5915,5719,266.140983121074
074b,2,5719,2952B,255.03104398262622
074b,2,2952B,2612,363.66533604939923
074b,2,2612,2631,263.93210460587215
074b,2,2631,2414,371.618255126461
074b,2,2414,2415,315.17667541927585
074b,2,2415,2416,463.8802494255251
074b,2,2416,2417,421.81953105767025
075b,1,2383,1478,503.91739274659284
075b,1,1478,1479,471.27825526040453
075b,1,1479,1498,264.83992404003266
075b,1,1498,1480,451.8201608715583
075b,1,1480,5297B,282.57752052492765
075b,1,5297B,1495,502.1428108775983
075b,1,1495,6856B,269.6577242258322
075b,1,6856B,2319,448.6083539430656
075b,1,2319,1482,314.62155885905804
075b,1,1482,1260,514.1334780959914
075b,1,1260,1483,439.3053042781089
075b,1,1483,1484,508.8861097007575
075b,1,1484,1018,434.60721212385306
075b,1,1018,1486B,145.81725774461574
075b,2,1486B,1487,391.50775943911924
075b,2,1487,2648,863.0478760837352
075b,2,2648,1204,177.55084319851653
075b,2,1204,1489,425.60610986841857
075b,2,1489,2375,300.3550983787213
075b,2,2375,1490,612.5893722308901
075b,2,1490,5296B,527.7172564994198
075b,2,5296B,1492,274.11489828117874
075b,2,1492,1493,625.7833480014419
075b,2,1493,1541B,273.78214623028725
075b,2,1541B,2382,209.3901696950179
076b,1,1638B,1601,644.9216965061742
076b,1,1601,2424,498.046907390834
076b,1,2424,1614B,667.2580335602106
076b,1,1614B,1615,353.46226727049657
076b,1,1615,1605,489.4503831198349
076b,1,1605,1617,468.7393581709757
076b,1,1617,1602,396.8292549999537
076b,1,1602,1620B,426.5568512538457
076b,1,1620B,1627,392.7441960976166
076b,1,1627,9164,381.43672472387607
076b,1,9164,1629,302.97003961157407
076b,2,1629,1631,519.7882566500889
076b,2,1631,1656B,448.7973644023082
076b,2,1656B,1668,267.29487622186275
076b,2,1668,1657,395.868420758904
076b,2,1657,1669,531.7232339388877
076b,2,1669,1659,623.7678456281633
076b,2,1659,1660B,252.51574916780373
076b,2,1660B,2425,762.9955271548774
076b,2,2425,1673,444.25249971973426
076b,2,1673,1638B,591.5949188046279
077b,1,1638B,1601,644.9216965061742
077b,1,1601,2424,498.046907390834
077b,1,2424,1616,880.7745465885794
077b,1,1616,1625,205.38606266641955
077b,1,1625,1375,469.11584494654244
077b,1,1375,1377,337.97747746477535
077b,1,1377,1380,365.42210668407915
077b,1,1380,9169,302.12386207563395
077b,1,9169,7501,547.3856224338929
077b,2,7501,9561,602.0711954654854
077b,2,9561,1381,291.9165431430828
077b,2,1381,1387,431.60168328332657
077b,2,1387,1635,631.4200174043574
077b,2,1635,1659,584.5002148264168
077b,2,1659,1660B,252.51574916780373
077b,2,1660B,2425,762.9955271548774
077b,2,2425,1673,444.2524997197347
077b,2,1673,1638B,591.5949188046275
078b,1,3850,3815,202.00253684919412
078b,1,3815,3851,319.52179384673286
078b,1,3851,3860,331.7636549070007
078b,1,3860,3859,411.8461216773534
078b,1,3859,3856,530.3782977046569
078b,1,3856,1665,669.6983721861184
078b,1,1665,3858,338.05969174085703
078b,1,3858,3852,376.7616483341576
078b,1,3852,2528,294.07977261578435
078b,1,2528,2541,383.5191058776918
078b,1,2541,1662,721.4150996738726
078b,2,1664,3800,583.3014868976617
078b,2,3800,3802,362.1579453347043
078b,2,3802,3804B,249.721790848389
078b,2,3804B,3805,442.97547024039636
078b,2,3805,1666,323.8656711856913
078b,2,1666,3808,787.7215501567077
078b,2,3808,3812,330.1750572382557
078b,2,3812,3853,430.66449795313156
078b,2,3853,3810,349.07128276127105
078b,2,3810,3814,405.84090428703485
078b,2,3814,3850,334.3193446963023
079b,1,1339,2041,525.346655164505
079b,1,2041,2042,321.76179698173337
079b,1,2042,2043,193.8945462366039
079b,1,2043,9853,541.5333907476834
079b,1,9853,2028,471.1826763273473
079b,1,2028,1531,378.69159413146235
079b,1,1531,1320,585.95331007915
079b,1,1320,1533,227.76508365552263
079b,1,1533,3920,342.6369764682263
079b,1,3920,3902,355.0564387403192
079b,1,3902,3903,228.44611893916863
079b,1,3903,3904,347.245990341612
079b,1,3904,3905,423.46735909737527
079b,1,3905,3911,378.2794147093264
079b,1,3911,6450,507.7837779751044
079b,1,6450,1462,262.9535238594917
079b,1,1462,6055,400.00812137924186
079b,1,6055,1463,177.4358651996481
079b,1,1463,1464,360.7018777045723
079b,1,1464,1474B,309.4764219860908
079b,2,1474B,2083,422.7852365627088
079b,2,2083,1402B,277.91670367512666
079b,2,1402B,1419,396.57653545372375
079b,2,1419,1403,168.4531573250208
079b,2,1403,1404,302.8197739967143
079b,2,1404,6448,460.9503648065652
079b,2,6448,3956,709.2824768179855
079b,2,3956,3957,478.92536701017025
079b,2,3957,3958,277.72290185350994
079b,2,3958,3959,250.27217696388288
079b,2,3959,3962,368.155891732898
079b,2,3962,3463,331.9578118784393
079b,2,3463,1321,292.44425710597534
079b,2,1321,1551,646.0050016411669
079b,2,1551,2022,457.5137959316962
079b,2,2022,1043,262.02336573177945
079b,2,1043,2037,526.1599265520181
079b,2,2037,2038,188.92372932400485
079b,2,2038,2039,269.7160166479607
079b,2,2039,1339,281.725465563979
080b,1,1824,6433,221.07010420524222
080b,1,6433,1729,166.63755337752372
080b,1,1729,1233,263.1812849629983
080b,1,1233,1706,519.7560212394376
080b,1,1706,1728,333.09857138080815
080b,1,1728,3160,299.0929257806347
080b,1,3160,3953,425.4054484025062
080b,1,3953,1135,528.8574625285601
080b,1,1135,1136,446.41075183560633
080b,1,1136,2283,737.9078375682993
080b,1,2283,1113,211.1864120875839
080b,1,1113,1139,389.60957746566874
080b,1,1139,1140,430.80331416032914
080b,1,1140,1141,407.61178072751954
080b,1,1141,3954,488.1114782120758
080b,1,3954,3952,615.6838979306658
080b,1,3952,3956,241.90149716267842
080b,1,3956,3957,478.9253670101707
080b,1,3957,3272,786.0215408267368
080b,1,3272,3273,216.95674393359968
080b,1,3273,3274,415.4998908261896
080b,1,3274,3285,269.35720716061223
080b,1,3285,3276,741.528533079676
080b,1,3276,5046,582.4209746129036
080b,1,5046,5361,497.93221537299723
080b,1,5361,1283,680.6800197683642
080b,1,1283,2294B,780.2231686157684
080b,1,2294B,2987,380.1988560522386
080b,1,2987,2986B,543.349688780354
080b,1,2986B,9946,458.13572486023077
080b,2,9946,2895,110.08657945044001
080b,2,2895,2988,276.4378025882712
080b,2,2988,2292B,560.9566691813877
080b,2,2292B,2908,578.9550594445525
080b,2,2908,3176,516.4721108607814
080b,2,3176,5362,493.7342405097711
080b,2,5362,5045,410.00036850530705
080b,2,5045,3207,642.8716686536432
080b,2,3207,3200,678.8978178057132
080b,2,3200,3401,285.3813177193797
080b,2,3401,3210B,287.52543253879503
080b,2,3210B,3898,460.7834237043626
080b,2,3898,3904,691.8703492583272
080b,2,3904,3905,423.46735909737527
080b,2,3905,3906,370.32574439523796
080b,2,3906,3908,529.0617521743015
080b,2,3908,1152,489.315232310636
080b,2,1152,1153,398.0979869162802
080b,2,1153,1154,470.53084423322434
080b,2,1154,2287,558.8338605052668
080b,2,2287,1156,576.9802393315786
080b,2,1156,1159,491.25617142224473
080b,2,1159,3912,460.18222045830043
080b,2,3912,3921,622.6656637539436
080b,2,3921,1769,505.91209310435806
080b,2,1769,1983,315.5446768323891
080b,2,1983,4367B,258.50882675196226
080b,2,4367B,1776,407.3741231115109
080b,2,1776,6432,217.49392443492434
080b,2,6432,4952,439.016237851547
081t,1,3611F,3612F,277.8317090813659
081t,1,3612F,3613F,277.9508660260578
081t,1,3613F,6799F,290.98737754330386
081t,1,6799F,6856,350.89476795865414
081t,1,6856,6857,508.9980827763741
081t,1,6857,2256F,385.6588509848059
081t,1,2256F,2257G,405.78755939679513
081t,1,2257G,6858G,178.73134624395743
081t,1,6858G,2259F,298.21017064199214
081t,1,2259F,2260F,418.6432453270486
081t,1,2260F,6860G,478.5886178321248
081t,1,6860G,6705F,552.0538699226736
081t,1,6705F,0631,509.36551430314375
081t,1,0631,2539F,339.1479565584068
081t,1,2539F,6099,392.7401891592117
081t,1,6099,6106,253.06991308548277
081t,1,6106,6121F,384.31620076950094
081t,1,6121F,2331F,187.27627037453476
081t,1,2331F,6077F,374.0699835279056
081t,1,6077F,6109,276.21249866207654
081t,1,6109,6427F,319.0149602611091
081t,1,6427F,2960F,331.37142005559053
081t,1,2960F,2971F,425.9829935042262
081t,1,2971F,6120,284.771342547534
081t,1,6120,3508F,355.00555611192067
081t,1,3508F,3123,388.8574611405784
081t,1,3123,6113F,276.1819780941878
081t,1,6113F,6114F,492.294875801932
081t,1,6114F,1805F,317.7718226022844
081t,1,1805F,6008,411.7087926724489
081t,1,6008,6117,382.20100004350024
081t,1,6117,6463F,376.58601800946235
081t,1,6463F,2285G,412.0592077209021
081t,1,2285G,1042,296.2994267724989
081t,2,2286G,6462F,461.58069919838806
081t,2,6462F,6153,385.7391628433302
081t,2,6153,6009,376.7473087366026
081t,2,6009,6155F,511.3964273639217
081t,2,6155F,6156F,223.50011257068627
081t,2,6156F,6157F,478.55119618670597
081t,2,6157F,6158H,385.15718321033273
081t,2,6158H,3572F,302.1541053950641
081t,2,3572F,2380F,368.19823309597314
081t,2,2380F,2972F,295.19209062632535
081t,2,2972F,2931F,416.53957586542356
081t,2,2931F,6425F,189.04956608397424
081t,2,6425F,6162,340.73974838482445
081t,2,6162,6078,283.4018045321809
081t,2,6078,2336G,320.16493994239863
081t,2,2336G,6165,397.72114689197133
081t,2,6165,6166,231.10270660234437
081t,2,6166,6175,370.06470534278833
081t,2,6175,2671F,354.10439399906863
081t,2,2671F,0636,361.77728815029695
081t,2,0636,6068,495.38994886902765
081t,2,6068,6808G,544.2863128865538
081t,2,6808G,2217F,482.41137968124895
081t,2,2217F,2218F,436.63335857996753
081t,2,2218F,6809F,299.60859047962913
081t,2,6809F,2220F,179.72507381562355
081t,2,2220F,2535F,458.703610640001
081t,2,2535F,6810,337.4091969799065
081t,2,6810,6811,374.7084285683977
081t,2,6811,6792F,394.45720885667833
081t,2,6792F,3608,371.4425954580365
081t,2,3608,3609F,187.52274372388092
081t,2,3609F,3610F,363.9651585705815
082t,1,4262F,4002G,363.9789687835979
082t,1,4002G,4003G,367.2730256995436
082t,1,4003G,1308G,306.0400113504388
082t,1,1308G,4005F,440.305928745463
082t,1,4005F,4006G,414.84007747397527
082t,1,4006G,4007G,482.0594575034811
082t,1,4007G,4022,512.4781067453664
082t,1,4022,6004,344.5611859540886
082t,1,6004,6005,244.29333376702243
082t,1,6005,3253F,532.9023422821915
082t,1,3253F,3257F,305.480299268474
082t,1,3257F,3263F,238.2892337272133
082t,1,3263F,6648F,401.3965450734431
082t,1,6648F,6650G,405.37091771758605
082t,1,6650G,6659F,381.0955864169455
082t,1,6659F,6657,482.28537955300544
082t,1,6657,0631,522.6039604120115
082t,1,0631,2539F,339.1479565584068
082t,1,2539F,2544F,390.18590873977064
082t,1,2544F,2548F,343.95111417410044
082t,1,2548F,5718,270.8008336319763
082t,1,5718,5123,368.4153721680914
082t,1,5123,5120,458.603373356038
082t,1,5120,5119,268.9005313983125
082t,1,5119,2603,395.08965655134125
082t,1,2603,2604F,195.33515812927544
082t,1,2604F,5121F,276.0655663511825
082t,1,5121F,5719H,257.4832519319316
082t,1,5719H,5720F,467.14228283612647
082t,1,5720F,2608F,555.1898317598807
082t,1,2608F,5721G,175.14387738227197
082t,1,5721G,5722F,276.54766755808123
082t,1,5722F,5723G,307.3306472162403
082t,1,5723G,5724,363.8195877409853
082t,1,5724,5725,314.8821905958612
